Municipality,Province,Gender,Registered voters (2019),Registered voters (2022),Change,Percentage change
Lumbayanague,Lanao Del Sur,MALE,4256.0,4452,196.0,4.61
Luna,Apayao,FEMALE,5773.0,5780,7.0,0.12
Luna,Apayao,MALE,5843.0,5818,-25.0,-0.43
Luna,Isabela,FEMALE,6862.0,7731,869.0,12.66
Luna,Isabela,MALE,6894.0,7712,818.0,11.87
Luna,La Union,FEMALE,12221.0,12592,371.0,3.04
Luna,La Union,MALE,11689.0,12543,854.0,7.31
Lupao,Nueva Ecija,FEMALE,14471.0,14952,481.0,3.32
Lupao,Nueva Ecija,MALE,14264.0,15208,944.0,6.62
Lupi,Camarines Sur,FEMALE,10024.0,10667,643.0,6.41
Lupi,Camarines Sur,MALE,9956.0,10573,617.0,6.2
Lupon,Davao Oriental,FEMALE,23009.0,23921,912.0,3.96
Lupon,Davao Oriental,MALE,24580.0,25495,915.0,3.72
Lutayan,Sultan Kudarat,FEMALE,14650.0,15957,1307.0,8.92
Lutayan,Sultan Kudarat,MALE,17276.0,18859,1583.0,9.16
Luuk,Sulu,FEMALE,9843.0,13046,3203.0,32.54
Luuk,Sulu,MALE,9653.0,12306,2653.0,27.48
M'Lang,Cotabato (North Cotabato),FEMALE,27888.0,35012,7124.0,25.55
M'Lang,Cotabato (North Cotabato),MALE,28644.0,34496,5852.0,20.43
Ma-Ayon,Capiz,FEMALE,12970.0,13330,360.0,2.78
Ma-Ayon,Capiz,MALE,13265.0,13739,474.0,3.57
Maasim,Sarangani,FEMALE,18689.0,20183,1494.0,7.99
Maasim,Sarangani,MALE,19861.0,21494,1633.0,8.22
Maasin,Iloilo,FEMALE,12003.0,12361,358.0,2.98
Maasin,Iloilo,MALE,11804.0,12394,590.0,5.0
Maasin City,Southern Leyte,FEMALE,28862.0,28961,99.0,0.34
Maasin City,Southern Leyte,MALE,27660.0,27927,267.0,0.97
Mabalacat City,Pampanga,FEMALE,61696.0,70363,8667.0,14.05
Mabalacat City,Pampanga,MALE,54014.0,61611,7597.0,14.06
Mabinay,Negros Oriental,FEMALE,22731.0,25708,2977.0,13.1
Mabinay,Negros Oriental,MALE,22207.0,25071,2864.0,12.9
Mabini,Batangas,FEMALE,15342.0,15455,113.0,0.74
Mabini,Batangas,MALE,15715.0,16059,344.0,2.19
Mabini,Bohol,FEMALE,9503.0,10055,552.0,5.81
Mabini,Bohol,MALE,9235.0,9806,571.0,6.18
Mabini,Pangasinan,FEMALE,8467.0,8953,486.0,5.74
Mabini,Pangasinan,MALE,8306.0,8855,549.0,6.61
Mabini (Dona Alicia),Davao De Oro (Compostela Valley),FEMALE,12983.0,14010,1027.0,7.91
Mabini (Dona Alicia),Davao De Oro (Compostela Valley),MALE,13383.0,14869,1486.0,11.1
Mabitac,Laguna,FEMALE,7372.0,8123,751.0,10.19
Mabitac,Laguna,MALE,7230.0,8060,830.0,11.48
Mabuhay,Zamboanga Sibugay,FEMALE,6791.0,7113,322.0,4.74
Mabuhay,Zamboanga Sibugay,MALE,7328.0,7656,328.0,4.48
Macabebe,Pampanga,FEMALE,23479.0,22609,-870.0,-3.71
Macabebe,Pampanga,MALE,22486.0,21556,-930.0,-4.14
Macalelon,Quezon,FEMALE,8372.0,8634,262.0,3.13
Macalelon,Quezon,MALE,8595.0,8836,241.0,2.8
Macarthur,Leyte,FEMALE,7231.0,7856,625.0,8.64
Macarthur,Leyte,MALE,7521.0,8244,723.0,9.61
Maco,Davao De Oro (Compostela Valley),FEMALE,24973.0,27790,2817.0,11.28
Maco,Davao De Oro (Compostela Valley),MALE,26727.0,30490,3763.0,14.08
Maconacon,Isabela,FEMALE,1363.0,1458,95.0,6.97
Maconacon,Isabela,MALE,1544.0,1718,174.0,11.27
Macrohon,Southern Leyte,FEMALE,9252.0,9277,25.0,0.27
Macrohon,Southern Leyte,MALE,8889.0,8924,35.0,0.39
Madalag,Aklan,FEMALE,6333.0,6554,221.0,3.49
Madalag,Aklan,MALE,6503.0,6808,305.0,4.69
Madalum,Lanao Del Sur,FEMALE,5819.0,6490,671.0,11.53
Madalum,Lanao Del Sur,MALE,5322.0,6292,970.0,18.23
Madamba,Lanao Del Sur,FEMALE,4243.0,4998,755.0,17.79
Madamba,Lanao Del Sur,MALE,4015.0,4743,728.0,18.13
Maddela,Quirino,FEMALE,11735.0,12308,573.0,4.88
Maddela,Quirino,MALE,11921.0,12872,951.0,7.98
Madrid,Surigao Del Sur,FEMALE,5799.0,6317,518.0,8.93
Madrid,Surigao Del Sur,MALE,5686.0,6664,978.0,17.2
Madridejos,Cebu,FEMALE,13409.0,14355,946.0,7.05
Madridejos,Cebu,MALE,13137.0,14180,1043.0,7.94
Magalang,Pampanga,FEMALE,33728.0,39528,5800.0,17.2
Magalang,Pampanga,MALE,32744.0,38864,6120.0,18.69
Magallanes,Agusan Del Norte,FEMALE,8041.0,8230,189.0,2.35
Magallanes,Agusan Del Norte,MALE,8352.0,8544,192.0,2.3
Magallanes,Cavite,FEMALE,7762.0,8244,482.0,6.21
Magallanes,Cavite,MALE,7316.0,7761,445.0,6.08
Magallanes,Sorsogon,FEMALE,11611.0,12428,817.0,7.04
Magallanes,Sorsogon,MALE,11338.0,12290,952.0,8.4
Magarao,Camarines Sur,FEMALE,9733.0,10283,550.0,5.65
Magarao,Camarines Sur,MALE,9446.0,10195,749.0,7.93
Magdalena,Laguna,FEMALE,8588.0,9198,610.0,7.1
Magdalena,Laguna,MALE,7989.0,8870,881.0,11.03
Magdiwang,Romblon,FEMALE,4773.0,5045,272.0,5.7
Magdiwang,Romblon,MALE,4850.0,5046,196.0,4.04
Magpet,Cotabato (North Cotabato),FEMALE,16850.0,31582,14732.0,87.43
Magpet,Cotabato (North Cotabato),MALE,18093.0,32298,14205.0,78.51
Magsaysay,Davao Del Sur,FEMALE,18014.0,18603,589.0,3.27
Magsaysay,Davao Del Sur,MALE,18780.0,19733,953.0,5.07
Magsaysay,Lanao Del Norte,FEMALE,4359.0,5698,1339.0,30.72
Magsaysay,Lanao Del Norte,MALE,4743.0,5940,1197.0,25.24
Magsaysay,Occidental Mindoro,FEMALE,10284.0,11402,1118.0,10.87
Magsaysay,Occidental Mindoro,MALE,10406.0,11580,1174.0,11.28
Magsaysay,Palawan,FEMALE,4129.0,4207,78.0,1.89
Magsaysay,Palawan,MALE,3777.0,3839,62.0,1.64
Magsaysay (Linugos),Misamis Oriental,FEMALE,10940.0,11923,983.0,8.99
Magsaysay (Linugos),Misamis Oriental,MALE,11638.0,12566,928.0,7.97
Magsingal,Ilocos Sur,FEMALE,9634.0,10116,482.0,5.0
Magsingal,Ilocos Sur,MALE,9523.0,10327,804.0,8.44
Maguing,Lanao Del Sur,FEMALE,8934.0,9710,776.0,8.69
Maguing,Lanao Del Sur,MALE,9369.0,10553,1184.0,12.64
Mahaplag,Leyte,FEMALE,9517.0,9533,16.0,0.17
Mahaplag,Leyte,MALE,9886.0,9780,-106.0,-1.07
Mahatao,Batanes,FEMALE,641.0,717,76.0,11.86
Mahatao,Batanes,MALE,609.0,763,154.0,25.29
Mahayag,Zamboanga Del Sur,FEMALE,14901.0,16602,1701.0,11.42
Mahayag,Zamboanga Del Sur,MALE,14913.0,16889,1976.0,13.25
Mahinog,Camiguin,FEMALE,5391.0,5328,-63.0,-1.17
Mahinog,Camiguin,MALE,5020.0,5060,40.0,0.8
Maigo,Lanao Del Norte,FEMALE,7349.0,7519,170.0,2.31
Maigo,Lanao Del Norte,MALE,7170.0,7374,204.0,2.85
Maimbung,Sulu,FEMALE,14453.0,18475,4022.0,27.83
Maimbung,Sulu,MALE,13251.0,16966,3715.0,28.04
Mainit,Surigao Del Norte,FEMALE,10332.0,10495,163.0,1.58
Mainit,Surigao Del Norte,MALE,10193.0,10530,337.0,3.31
Maitum,Sarangani,FEMALE,15689.0,14171,-1518.0,-9.68
Maitum,Sarangani,MALE,16942.0,15047,-1895.0,-11.19
Majayjay,Laguna,FEMALE,9735.0,10109,374.0,3.84
Majayjay,Laguna,MALE,9585.0,10171,586.0,6.11
Makato,Aklan,FEMALE,10112.0,10664,552.0,5.46
Makato,Aklan,MALE,9951.0,10618,667.0,6.7
Makilala,Cotabato (North Cotabato),FEMALE,25988.0,17696,-8292.0,-31.91
Makilala,Cotabato (North Cotabato),MALE,26574.0,19263,-7311.0,-27.51
Malabang,Lanao Del Sur,FEMALE,10567.0,19351,8784.0,83.13
Malabang,Lanao Del Sur,MALE,9702.0,18369,8667.0,89.33
Malabon City,Ncr,FEMALE,119259.0,137099,17840.0,14.96
Malabon City,Ncr,MALE,103091.0,121016,17925.0,17.39
Malabuyoc,Cebu,FEMALE,7020.0,7046,26.0,0.37
Malabuyoc,Cebu,MALE,7239.0,7403,164.0,2.27
Malalag,Davao Del Sur,FEMALE,12349.0,12827,478.0,3.87
Malalag,Davao Del Sur,MALE,12538.0,13129,591.0,4.71
Malangas,Zamboanga Sibugay,FEMALE,10327.0,10678,351.0,3.4
Malangas,Zamboanga Sibugay,MALE,10787.0,11076,289.0,2.68
Malapatan,Sarangani,FEMALE,21195.0,22111,916.0,4.32
Malapatan,Sarangani,MALE,21252.0,22607,1355.0,6.38
Malasiqui,Pangasinan,FEMALE,41602.0,43348,1746.0,4.2
Malasiqui,Pangasinan,MALE,39740.0,42467,2727.0,6.86
Malay,Aklan,FEMALE,18789.0,19586,797.0,4.24
Malay,Aklan,MALE,22124.0,22549,425.0,1.92
Malibcong,Abra,FEMALE,1379.0,1400,21.0,1.52
Malibcong,Abra,MALE,1663.0,1684,21.0,1.26
Malilipot,Albay,FEMALE,14543.0,15706,1163.0,8.0
Malilipot,Albay,MALE,13868.0,15145,1277.0,9.21
Malimono,Surigao Del Norte,FEMALE,6862.0,7075,213.0,3.1
Malimono,Surigao Del Norte,MALE,6987.0,7377,390.0,5.58
Malinao,Aklan,FEMALE,7965.0,8254,289.0,3.63
Malinao,Aklan,MALE,7793.0,8174,381.0,4.89
Malinao,Albay,FEMALE,16445.0,17007,562.0,3.42
Malinao,Albay,MALE,15561.0,16371,810.0,5.21
Malita,Davao Occidental,FEMALE,33421.0,34434,1013.0,3.03
Malita,Davao Occidental,MALE,33865.0,34625,760.0,2.24
Malitbog,Bukidnon,FEMALE,8258.0,8913,655.0,7.93
Malitbog,Bukidnon,MALE,9208.0,9893,685.0,7.44
Malitbog,Southern Leyte,FEMALE,6689.0,6578,-111.0,-1.66
Malitbog,Southern Leyte,MALE,6577.0,6464,-113.0,-1.72
Mallig,Isabela,FEMALE,9757.0,10513,756.0,7.75
Mallig,Isabela,MALE,10025.0,10842,817.0,8.15
Malolos City,Bulacan,FEMALE,66261.0,68041,1780.0,2.69
Malolos City,Bulacan,MALE,57380.0,59205,1825.0,3.18
Malungon,Sarangani,FEMALE,34822.0,36066,1244.0,3.57
Malungon,Sarangani,MALE,37497.0,38809,1312.0,3.5
Maluso,Basilan,FEMALE,13059.0,15549,2490.0,19.07
Maluso,Basilan,MALE,12706.0,15187,2481.0,19.53
Malvar,Batangas,FEMALE,17621.0,20003,2382.0,13.52
Malvar,Batangas,MALE,15697.0,18115,2418.0,15.4
Mamasapano,Maguindanao,FEMALE,5548.0,7495,1947.0,35.09
Mamasapano,Maguindanao,MALE,6124.0,7841,1717.0,28.04
Mambajao,Camiguin,FEMALE,13102.0,13394,292.0,2.23
Mambajao,Camiguin,MALE,12070.0,12661,591.0,4.9
Mamburao,Occidental Mindoro,FEMALE,14324.0,15208,884.0,6.17
Mamburao,Occidental Mindoro,MALE,14226.0,15185,959.0,6.74
Mambusao,Capiz,FEMALE,14638.0,14501,-137.0,-0.94
Mambusao,Capiz,MALE,14097.0,14066,-31.0,-0.22
Manabo,Abra,FEMALE,3973.0,4004,31.0,0.78
Manabo,Abra,MALE,4194.0,4321,127.0,3.03
Manaoag,Pangasinan,FEMALE,23969.0,24030,61.0,0.25
Manaoag,Pangasinan,MALE,23020.0,23541,521.0,2.26
Manapla,Negros Occidental,FEMALE,16418.0,17097,679.0,4.14
Manapla,Negros Occidental,MALE,15559.0,16447,888.0,5.71
Manay,Davao Oriental,FEMALE,12673.0,13928,1255.0,9.9
Manay,Davao Oriental,MALE,14147.0,15809,1662.0,11.75
Mandaon,Masbate,FEMALE,13160.0,13726,566.0,4.3
Mandaon,Masbate,MALE,13105.0,13614,509.0,3.88
Mandaue City,Cebu,FEMALE,117785.0,121207,3422.0,2.91
Mandaue City,Cebu,MALE,108306.0,113374,5068.0,4.68
Mangaldan,Pangasinan,FEMALE,33300.0,34217,917.0,2.75
Mangaldan,Pangasinan,MALE,31815.0,33695,1880.0,5.91
Mangatarem,Pangasinan,FEMALE,25984.0,27391,1407.0,5.41
Mangatarem,Pangasinan,MALE,25166.0,26986,1820.0,7.23
Mangudadatu,Maguindanao,FEMALE,6182.0,7456,1274.0,20.61
Mangudadatu,Maguindanao,MALE,6869.0,7583,714.0,10.39
Manito,Albay,FEMALE,8316.0,8840,524.0,6.3
Manito,Albay,MALE,8113.0,8812,699.0,8.62
Manjuyod,Negros Oriental,FEMALE,14495.0,14874,379.0,2.61
Manjuyod,Negros Oriental,MALE,14498.0,14751,253.0,1.75
Mankayan,Benguet,FEMALE,9999.0,10231,232.0,2.32
Mankayan,Benguet,MALE,10853.0,11107,254.0,2.34
Manolo Fortich,Bukidnon,FEMALE,30618.0,32824,2206.0,7.2
Manolo Fortich,Bukidnon,MALE,30137.0,32248,2111.0,7.0
Mansalay,Oriental Mindoro,FEMALE,14262.0,15164,902.0,6.32
Mansalay,Oriental Mindoro,MALE,14466.0,15908,1442.0,9.97
Manticao,Misamis Oriental,FEMALE,10635.0,10831,196.0,1.84
Manticao,Misamis Oriental,MALE,10446.0,10922,476.0,4.56
Manukan,Zamboanga Del Norte,FEMALE,12224.0,12808,584.0,4.78
Manukan,Zamboanga Del Norte,MALE,12251.0,12961,710.0,5.8
Mapanas,Northern Samar,FEMALE,5833.0,5516,-317.0,-5.43
Mapanas,Northern Samar,MALE,6189.0,5885,-304.0,-4.91
Mapandan,Pangasinan,FEMALE,12159.0,12730,571.0,4.7
Mapandan,Pangasinan,MALE,11933.0,12875,942.0,7.89
Mapun (Cagayan De Tawi-Tawi),Tawi-Tawi,FEMALE,8579.0,8660,81.0,0.94
Mapun (Cagayan De Tawi-Tawi),Tawi-Tawi,MALE,8836.0,8954,118.0,1.34
Marabut,Samar (Western Samar),FEMALE,6716.0,6452,-264.0,-3.93
Marabut,Samar (Western Samar),MALE,7270.0,7006,-264.0,-3.63
Maragondon,Cavite,FEMALE,15126.0,16864,1738.0,11.49
Maragondon,Cavite,MALE,14095.0,16198,2103.0,14.92
Maragusan (San Mariano),Davao De Oro (Compostela Valley),FEMALE,18456.0,20214,1758.0,9.53
Maragusan (San Mariano),Davao De Oro (Compostela Valley),MALE,20486.0,22556,2070.0,10.1
Maramag,Bukidnon,FEMALE,30134.0,32903,2769.0,9.19
Maramag,Bukidnon,MALE,29800.0,33004,3204.0,10.75
Marantao,Lanao Del Sur,FEMALE,11728.0,16435,4707.0,40.13
Marantao,Lanao Del Sur,MALE,11457.0,16579,5122.0,44.71
Marawi City,Lanao Del Sur,FEMALE,32695.0,40536,7841.0,23.98
Marawi City,Lanao Del Sur,MALE,30319.0,38708,8389.0,27.67
Marcos,Ilocos Norte,FEMALE,6246.0,6253,7.0,0.11
Marcos,Ilocos Norte,MALE,6470.0,6769,299.0,4.62
Margosatubig,Zamboanga Del Sur,FEMALE,10617.0,11865,1248.0,11.75
Margosatubig,Zamboanga Del Sur,MALE,10788.0,12216,1428.0,13.24
Maria,Siquijor,FEMALE,5613.0,5580,-33.0,-0.59
Maria,Siquijor,MALE,5544.0,5548,4.0,0.07
Maria Aurora,Aurora,FEMALE,13371.0,14160,789.0,5.9
Maria Aurora,Aurora,MALE,13435.0,14173,738.0,5.49
Maribojoc,Bohol,FEMALE,7302.0,7523,221.0,3.03
Maribojoc,Bohol,MALE,6892.0,7236,344.0,4.99
Marihatag,Surigao Del Sur,FEMALE,6409.0,7164,755.0,11.78
Marihatag,Surigao Del Sur,MALE,6746.0,7592,846.0,12.54
Marilao,Bulacan,FEMALE,51653.0,54887,3234.0,6.26
Marilao,Bulacan,MALE,42831.0,46603,3772.0,8.81
Maripipi,Biliran,FEMALE,2592.0,2546,-46.0,-1.77
Maripipi,Biliran,MALE,2685.0,2678,-7.0,-0.26
Mariveles,Bataan,FEMALE,44687.0,46645,1958.0,4.38
Mariveles,Bataan,MALE,39726.0,42440,2714.0,6.83
Marogong,Lanao Del Sur,FEMALE,6254.0,6746,492.0,7.87
Marogong,Lanao Del Sur,MALE,5444.0,5922,478.0,8.78
Masantol,Pampanga,FEMALE,19879.0,19848,-31.0,-0.16
Masantol,Pampanga,MALE,19869.0,20152,283.0,1.42
Masbate City,Masbate,FEMALE,28480.0,32730,4250.0,14.92
Masbate City,Masbate,MALE,27251.0,30375,3124.0,11.46
Masinloc,Zambales,FEMALE,17821.0,19209,1388.0,7.79
Masinloc,Zambales,MALE,17531.0,19253,1722.0,9.82
Masiu,Lanao Del Sur,FEMALE,7843.0,8859,1016.0,12.95
Masiu,Lanao Del Sur,MALE,7005.0,8040,1035.0,14.78
Maslog,Eastern Samar,FEMALE,1740.0,1677,-63.0,-3.62
Maslog,Eastern Samar,MALE,1923.0,1858,-65.0,-3.38
Mataas Na Kahoy,Batangas,FEMALE,10156.0,10844,688.0,6.77
Mataas Na Kahoy,Batangas,MALE,9357.0,10243,886.0,9.47
Matag-Ob,Leyte,FEMALE,6410.0,6639,229.0,3.57
Matag-Ob,Leyte,MALE,6622.0,6949,327.0,4.94
Matalam,Cotabato (North Cotabato),FEMALE,22786.0,29518,6732.0,29.54
Matalam,Cotabato (North Cotabato),MALE,24103.0,30500,6397.0,26.54
Matalom,Leyte,FEMALE,10803.0,11101,298.0,2.76
Matalom,Leyte,MALE,10508.0,10706,198.0,1.88
Matanao,Davao Del Sur,FEMALE,18644.0,19147,503.0,2.7
Matanao,Davao Del Sur,MALE,19173.0,20099,926.0,4.83
Matanog,Maguindanao,FEMALE,7772.0,9873,2101.0,27.03
Matanog,Maguindanao,MALE,7722.0,9719,1997.0,25.86
Mati  City,Davao Oriental,FEMALE,42387.0,47490,5103.0,12.04
Mati  City,Davao Oriental,MALE,42902.0,48897,5995.0,13.97
Matnog,Sorsogon,FEMALE,13505.0,15193,1688.0,12.5
Matnog,Sorsogon,MALE,13600.0,15483,1883.0,13.85
Matuguinao,Samar (Western Samar),FEMALE,2904.0,3057,153.0,5.27
Matuguinao,Samar (Western Samar),MALE,3056.0,3219,163.0,5.33
Matungao,Lanao Del Norte,FEMALE,3530.0,4945,1415.0,40.08
Matungao,Lanao Del Norte,MALE,3383.0,4769,1386.0,40.97
Mauban,Quezon,FEMALE,21492.0,22646,1154.0,5.37
Mauban,Quezon,MALE,20725.0,22249,1524.0,7.35
Mawab,Davao De Oro (Compostela Valley),FEMALE,12597.0,13495,898.0,7.13
Mawab,Davao De Oro (Compostela Valley),MALE,12990.0,14599,1609.0,12.39
Mayantoc,Tarlac,FEMALE,10156.0,10451,295.0,2.9
Mayantoc,Tarlac,MALE,10155.0,10849,694.0,6.83
Maydolong,Eastern Samar,FEMALE,5330.0,5387,57.0,1.07
Maydolong,Eastern Samar,MALE,5758.0,5792,34.0,0.59
Mayorga,Leyte,FEMALE,6452.0,6308,-144.0,-2.23
Mayorga,Leyte,MALE,6728.0,6549,-179.0,-2.66
Mayoyao,Ifugao,FEMALE,3792.0,3695,-97.0,-2.56
Mayoyao,Ifugao,MALE,4216.0,4134,-82.0,-1.94
Medellin,Cebu,FEMALE,18519.0,20050,1531.0,8.27
Medellin,Cebu,MALE,18240.0,19959,1719.0,9.42
Medina,Misamis Oriental,FEMALE,12316.0,12795,479.0,3.89
Medina,Misamis Oriental,MALE,12401.0,12923,522.0,4.21
Mendez (Mendez-Nunez),Cavite,FEMALE,11309.0,12150,841.0,7.44
Mendez (Mendez-Nunez),Cavite,MALE,10464.0,11243,779.0,7.44
Mercedes,Camarines Norte,FEMALE,16325.0,17712,1387.0,8.5
Mercedes,Camarines Norte,MALE,15559.0,17227,1668.0,10.72
Mercedes,Eastern Samar,FEMALE,2670.0,2732,62.0,2.32
Mercedes,Eastern Samar,MALE,2893.0,2929,36.0,1.24
Merida,Leyte,FEMALE,10669.0,11045,376.0,3.52
Merida,Leyte,MALE,10890.0,11155,265.0,2.43
Mexico,Pampanga,FEMALE,42294.0,46186,3892.0,9.2
Mexico,Pampanga,MALE,38925.0,43084,4159.0,10.68
Meycauayan City,Bulacan,FEMALE,67829.0,67387,-442.0,-0.65
Meycauayan City,Bulacan,MALE,60149.0,60850,701.0,1.17
Miagao,Iloilo,FEMALE,21185.0,21167,-18.0,-0.08
Miagao,Iloilo,MALE,20161.0,20436,275.0,1.36
Midsalip,Zamboanga Del Sur,FEMALE,9863.0,10313,450.0,4.56
Midsalip,Zamboanga Del Sur,MALE,10468.0,10998,530.0,5.06
Midsayap,Cotabato (North Cotabato),FEMALE,41024.0,25340,-15684.0,-38.23
Midsayap,Cotabato (North Cotabato),MALE,41418.0,26892,-14526.0,-35.07
Milagros,Masbate,FEMALE,17148.0,17004,-144.0,-0.84
Milagros,Masbate,MALE,17384.0,16984,-400.0,-2.3
Milaor,Camarines Sur,FEMALE,11130.0,12065,935.0,8.4
Milaor,Camarines Sur,MALE,10893.0,11902,1009.0,9.26
Mina,Iloilo,FEMALE,7702.0,7749,47.0,0.61
Mina,Iloilo,MALE,7661.0,7844,183.0,2.39
Minalabac,Camarines Sur,FEMALE,15585.0,16415,830.0,5.33
Minalabac,Camarines Sur,MALE,15309.0,16319,1010.0,6.6
Minalin,Pampanga,FEMALE,14973.0,16178,1205.0,8.05
Minalin,Pampanga,MALE,14656.0,16476,1820.0,12.42
Minglanilla,Cebu,FEMALE,34474.0,38222,3748.0,10.87
Minglanilla,Cebu,MALE,30094.0,35724,5630.0,18.71
Moalboal,Cebu,FEMALE,11506.0,12036,530.0,4.61
Moalboal,Cebu,MALE,10949.0,11549,600.0,5.48
Mobo,Masbate,FEMALE,12181.0,12902,721.0,5.92
Mobo,Masbate,MALE,12243.0,13146,903.0,7.38
Mogpog,Marinduque,FEMALE,11920.0,11926,6.0,0.05
Mogpog,Marinduque,MALE,10807.0,11005,198.0,1.83
Moises Padilla (Magallon),Negros Occidental,FEMALE,13428.0,13325,-103.0,-0.77
Moises Padilla (Magallon),Negros Occidental,MALE,13486.0,13112,-374.0,-2.77
Molave,Zamboanga Del Sur,FEMALE,15928.0,17034,1106.0,6.94
Molave,Zamboanga Del Sur,MALE,15900.0,17170,1270.0,7.99
Moncada,Tarlac,FEMALE,18874.0,19706,832.0,4.41
Moncada,Tarlac,MALE,17565.0,18797,1232.0,7.01
Mondragon,Northern Samar,FEMALE,13503.0,14478,975.0,7.22
Mondragon,Northern Samar,MALE,13753.0,14642,889.0,6.46
Monkayo,Davao De Oro (Compostela Valley),FEMALE,27606.0,30526,2920.0,10.58
Monkayo,Davao De Oro (Compostela Valley),MALE,30112.0,34142,4030.0,13.38
Monreal,Masbate,FEMALE,8421.0,9770,1349.0,16.02
Monreal,Masbate,MALE,8717.0,10357,1640.0,18.81
Montevista,Davao De Oro (Compostela Valley),FEMALE,13513.0,14892,1379.0,10.2
Montevista,Davao De Oro (Compostela Valley),MALE,14696.0,16368,1672.0,11.38
Morong,Bataan,FEMALE,10796.0,11774,978.0,9.06
Morong,Bataan,MALE,10311.0,11714,1403.0,13.61
Morong,Rizal,FEMALE,20241.0,21397,1156.0,5.71
Morong,Rizal,MALE,18747.0,19966,1219.0,6.5
Motiong,Samar (Western Samar),FEMALE,5233.0,5332,99.0,1.89
Motiong,Samar (Western Samar),MALE,5611.0,5790,179.0,3.19
Mulanay,Quezon,FEMALE,16142.0,17469,1327.0,8.22
Mulanay,Quezon,MALE,16101.0,17758,1657.0,10.29
Mulondo,Lanao Del Sur,FEMALE,6694.0,7130,436.0,6.51
Mulondo,Lanao Del Sur,MALE,6935.0,7224,289.0,4.17
Munai,Lanao Del Norte,FEMALE,5513.0,7438,1925.0,34.92
Munai,Lanao Del Norte,MALE,5445.0,7715,2270.0,41.69
Murcia,Negros Occidental,FEMALE,26988.0,27930,942.0,3.49
Murcia,Negros Occidental,MALE,25936.0,26804,868.0,3.35
Mutia,Zamboanga Del Norte,FEMALE,4273.0,4814,541.0,12.66
Mutia,Zamboanga Del Norte,MALE,4439.0,4999,560.0,12.62
Naawan,Misamis Oriental,FEMALE,7838.0,8108,270.0,3.44
Naawan,Misamis Oriental,MALE,7446.0,7771,325.0,4.36
Nabas,Aklan,FEMALE,11656.0,12793,1137.0,9.75
Nabas,Aklan,MALE,11306.0,12688,1382.0,12.22
Nabua,Camarines Sur,FEMALE,25230.0,27964,2734.0,10.84
Nabua,Camarines Sur,MALE,22721.0,26261,3540.0,15.58
Nabunturan,Davao De Oro (Compostela Valley),FEMALE,23420.0,24266,846.0,3.61
Nabunturan,Davao De Oro (Compostela Valley),MALE,22764.0,23925,1161.0,5.1
Naga,Zamboanga Sibugay,FEMALE,13552.0,13607,55.0,0.41
Naga,Zamboanga Sibugay,MALE,14496.0,14057,-439.0,-3.03
Naga City,Camarines Sur,FEMALE,57989.0,64042,6053.0,10.44
Naga City,Camarines Sur,MALE,47377.0,53439,6062.0,12.8
Naga City,Cebu,FEMALE,39295.0,42856,3561.0,9.06
Naga City,Cebu,MALE,35653.0,39897,4244.0,11.9
Nagbukel,Ilocos Sur,FEMALE,2086.0,1942,-144.0,-6.9
Nagbukel,Ilocos Sur,MALE,2201.0,2134,-67.0,-3.04
Nagcarlan,Laguna,FEMALE,21551.0,23879,2328.0,10.8
Nagcarlan,Laguna,MALE,19437.0,21987,2550.0,13.12
Nagtipunan,Quirino,FEMALE,7012.0,7821,809.0,11.54
Nagtipunan,Quirino,MALE,7990.0,9406,1416.0,17.72
Naguilian,Isabela,FEMALE,10540.0,10711,171.0,1.62
Naguilian,Isabela,MALE,10439.0,10827,388.0,3.72
Naguilian,La Union,FEMALE,17457.0,17953,496.0,2.84
Naguilian,La Union,MALE,17314.0,18197,883.0,5.1
Naic,Cavite,FEMALE,38756.0,47836,9080.0,23.43
Naic,Cavite,MALE,33955.0,41285,7330.0,21.59
Nampicuan,Nueva Ecija,FEMALE,5336.0,5374,38.0,0.71
Nampicuan,Nueva Ecija,MALE,5317.0,5499,182.0,3.42
Narra,Palawan,FEMALE,21635.0,23476,1841.0,8.51
Narra,Palawan,MALE,20572.0,22546,1974.0,9.6
Narvacan,Ilocos Sur,FEMALE,14662.0,15590,928.0,6.33
Narvacan,Ilocos Sur,MALE,14434.0,15920,1486.0,10.3
Nasipit,Agusan Del Norte,FEMALE,14903.0,15309,406.0,2.72
Nasipit,Agusan Del Norte,MALE,14297.0,14970,673.0,4.71
Nasugbu,Batangas,FEMALE,40221.0,42145,1924.0,4.78
Nasugbu,Batangas,MALE,38056.0,40395,2339.0,6.15
Natividad,Pangasinan,FEMALE,8662.0,9063,401.0,4.63
Natividad,Pangasinan,MALE,8292.0,8918,626.0,7.55
Natonin,Mountain Province,FEMALE,3622.0,3650,28.0,0.77
Natonin,Mountain Province,MALE,4427.0,4541,114.0,2.58
Naujan,Oriental Mindoro,FEMALE,31320.0,32533,1213.0,3.87
Naujan,Oriental Mindoro,MALE,30183.0,31974,1791.0,5.93
Naval,Biliran,FEMALE,17501.0,17982,481.0,2.75
Naval,Biliran,MALE,16527.0,16916,389.0,2.35
Navotas City,Ncr,FEMALE,78220.0,80215,1995.0,2.55
Navotas City,Ncr,MALE,67586.0,70478,2892.0,4.28
New Bataan,Davao De Oro (Compostela Valley),FEMALE,15417.0,16165,748.0,4.85
