Region,Province,Municipality,2019 voters,2022 voters,2025 voters,Change from 2022 to 2025,Percentage change from 2022 to 2025,Change from 2019 to 2025,Percentage change from 2019 to 2025
CAR,Abra,Bangued,"32,247","34,570","35,227",657,1.9,"2,980",9.24
CAR,Abra,Boliney,"2,965","3,025","3,011",-14,-0.46,46,1.55
CAR,Abra,Bucay,"12,861","13,026","14,842","1,816",13.94,"1,981",15.4
CAR,Abra,Bucloc,"2,014","2,030","2,064",34,1.67,50,2.48
CAR,Abra,Daguioman,"1,391","1,484","1,454",-30,-2.02,63,4.53
CAR,Abra,Danglas,"3,231","3,502","3,740",238,6.8,509,15.75
CAR,Abra,Dolores,"8,365","8,765","9,461",696,7.94,"1,096",13.1
CAR,Abra,La Paz,"10,168","11,146","11,500",354,3.18,"1,332",13.1
CAR,Abra,Lacub,"2,956","3,047","3,819",772,25.34,863,29.19
CAR,Abra,Lagangilang,"10,001","10,614","11,101",487,4.59,"1,100",11
CAR,Abra,Lagayan,"3,144","3,453","3,510",57,1.65,366,11.64
CAR,Abra,Langiden,"2,922","2,815","2,750",-65,-2.31,-172,-5.89
CAR,Abra,Licuan-Baay,"4,385","4,292","4,420",128,2.98,35,0.8
CAR,Abra,Luba,"4,898","4,780","4,928",148,3.1,30,0.61
CAR,Abra,Malibcong,"3,042","3,084","3,113",29,0.94,71,2.33
CAR,Abra,Manabo,"8,167","8,325","8,077",-248,-2.98,-90,-1.1
CAR,Abra,Penarrubia,"5,063","5,044","5,145",101,2,82,1.62
CAR,Abra,Pidigan,"9,266","9,187","9,613",426,4.64,347,3.74
CAR,Abra,Pilar,"7,628","7,796","8,086",290,3.72,458,6
CAR,Abra,Sallapadan,"5,198","5,174","5,503",329,6.36,305,5.87
CAR,Abra,San Isidro,"3,326","3,339","3,461",122,3.65,135,4.06
CAR,Abra,San Juan,"7,735","7,790","7,750",-40,-0.51,15,0.19
CAR,Abra,San Quintin,"4,518","4,411","4,582",171,3.88,64,1.42
CAR,Abra,Tayum,"10,465","10,571","10,468",-103,-0.97,3,0.03
CAR,Abra,Tineg,"3,131","3,169","3,074",-95,-3,-57,-1.82
CAR,Abra,Tubo,"3,601","3,793","3,956",163,4.3,355,9.86
CAR,Abra,Villaviciosa,"4,370","4,464","4,302",-162,-3.63,-68,-1.56
CARAGA,Agusan Del Norte,Buenavista,"45,888","52,635","52,245",-390,-0.74,"6,357",13.85
CARAGA,Agusan Del Norte,Butuan City,"218,828","225,895","220,694","-5,201",-2.3,"1,866",0.85
CARAGA,Agusan Del Norte,Cabadbaran City,"53,765","56,968","54,597","-2,371",-4.16,832,1.55
CARAGA,Agusan Del Norte,Carmen,"14,792","15,301","15,408",107,0.7,616,4.16
CARAGA,Agusan Del Norte,Jabonga,"17,138","17,083","17,167",84,0.49,29,0.17
CARAGA,Agusan Del Norte,Kitcharao,"13,967","14,542","14,096",-446,-3.07,129,0.92
CARAGA,Agusan Del Norte,Las Nieves,"19,713","21,014","21,354",340,1.62,"1,641",8.32
CARAGA,Agusan Del Norte,Magallanes,"16,393","16,774","16,517",-257,-1.53,124,0.76
CARAGA,Agusan Del Norte,Nasipit,"29,200","30,279","29,798",-481,-1.59,598,2.05
CARAGA,Agusan Del Norte,Remedios T. Romualdez,"12,830","13,580","13,565",-15,-0.11,735,5.73
CARAGA,Agusan Del Norte,Santiago,"13,709","15,420","15,159",-261,-1.69,"1,450",10.58
CARAGA,Agusan Del Norte,Tubay,"21,436","22,625","22,257",-368,-1.63,821,3.83
CARAGA,Agusan Del Sur,Bayugan City,"60,668","65,245","64,738",-507,-0.78,"4,070",6.71
CARAGA,Agusan Del Sur,Bunawan,"23,839","24,853","23,003","-1,850",-7.44,-836,-3.51
CARAGA,Agusan Del Sur,Esperanza,"31,208","32,629","33,849","1,220",3.74,"2,641",8.46
CARAGA,Agusan Del Sur,La Paz,"19,748","20,262","23,824","3,562",17.58,"4,076",20.64
CARAGA,Agusan Del Sur,Loreto,"25,086","26,756","25,966",-790,-2.95,880,3.51
CARAGA,Agusan Del Sur,Prosperidad,"47,650","50,249","49,236","-1,013",-2.02,"1,586",3.33
CARAGA,Agusan Del Sur,Rosario,"31,204","33,247","37,015","3,768",11.33,"5,811",18.62
CARAGA,Agusan Del Sur,San Francisco,"47,464","50,011","50,216",205,0.41,"2,752",5.8
CARAGA,Agusan Del Sur,San Luis,"19,030","20,181","21,125",944,4.68,"2,095",11.01
CARAGA,Agusan Del Sur,Santa Josefa,"18,596","18,266","17,502",-764,-4.18,"-1,094",-5.88
CARAGA,Agusan Del Sur,Sibagat,"19,950","20,236","22,080","1,844",9.11,"2,130",10.68
CARAGA,Agusan Del Sur,Talacogon,"22,513","23,366","23,177",-189,-0.81,664,2.95
CARAGA,Agusan Del Sur,Trento,"33,646","34,913","33,779","-1,134",-3.25,133,0.4
CARAGA,Agusan Del Sur,Veruela,"22,628","22,414","21,132","-1,282",-5.72,"-1,496",-6.61
REGION VI,Aklan,Altavas,"17,448","17,993","17,774",-219,-1.22,326,1.87
REGION VI,Aklan,Balete,"18,111","17,875","17,585",-290,-1.62,-526,-2.9
REGION VI,Aklan,Banga,"27,931","29,166","29,601",435,1.49,"1,670",5.98
REGION VI,Aklan,Batan,"23,729","23,831","24,516",685,2.87,787,3.32
REGION VI,Aklan,Buruanga,"12,409","12,598","12,915",317,2.52,506,4.08
REGION VI,Aklan,Ibajay,"30,949","32,920","34,003","1,083",3.29,"3,054",9.87
REGION VI,Aklan,Kalibo,"51,070","54,660","53,191","-1,469",-2.69,"2,121",4.15
REGION VI,Aklan,Lezo,"9,667","10,039","10,187",148,1.47,520,5.38
REGION VI,Aklan,Libacao,"18,919","19,190","19,518",328,1.71,599,3.17
REGION VI,Aklan,Madalag,"12,836","13,362","13,456",94,0.7,620,4.83
REGION VI,Aklan,Makato,"20,063","21,282","23,128","1,846",8.67,"3,065",15.28
REGION VI,Aklan,Malay,"40,913","42,135","40,565","-1,570",-3.73,-348,-0.85
REGION VI,Aklan,Malinao,"15,758","16,428","16,278",-150,-0.91,520,3.3
REGION VI,Aklan,Nabas,"22,962","25,481","26,066",585,2.3,"3,104",13.52
REGION VI,Aklan,New Washington,"30,415","33,238","33,891",653,1.96,"3,476",11.43
REGION VI,Aklan,Numancia,"22,781","24,163","26,088","1,925",7.97,"3,307",14.52
REGION VI,Aklan,Tangalan,"14,399","15,577","16,128",551,3.54,"1,729",12.01
REGION V,Albay,Bacacay,"48,798","49,368","51,806","2,438",4.94,"3,008",6.16
REGION V,Albay,Camalig,"42,596","45,186","47,648","2,462",5.45,"5,052",11.86
REGION V,Albay,Daraga,"75,413","83,560","90,048","6,488",7.76,"14,635",19.41
REGION V,Albay,Guinobatan,"54,364","58,205","60,427","2,222",3.82,"6,063",11.15
REGION V,Albay,Jovellar,"11,862","11,913","12,455",542,4.55,593,5
REGION V,Albay,Legazpi City,"124,960","131,412","147,382","15,970",12.15,"22,422",17.94
REGION V,Albay,Libon,"47,185","46,379","47,238",859,1.85,53,0.11
REGION V,Albay,Ligao City,"65,062","70,983","75,417","4,434",6.25,"10,355",15.92
REGION V,Albay,Malilipot,"28,411","30,851","32,016","1,165",3.78,"3,605",12.69
REGION V,Albay,Malinao,"32,006","33,378","34,775","1,397",4.19,"2,769",8.65
REGION V,Albay,Manito,"16,429","17,652","18,670","1,018",5.77,"2,241",13.64
REGION V,Albay,Oas,"40,098","43,206","44,774","1,568",3.63,"4,676",11.66
REGION V,Albay,Pio Duran,"33,750","33,678","34,500",822,2.44,750,2.22
REGION V,Albay,Polangui,"56,590","60,015","63,009","2,994",4.99,"6,419",11.34
REGION V,Albay,Rapu-rapu,"22,281","22,940","23,634",694,3.03,"1,353",6.07
REGION V,Albay,Santo Domingo,"24,897","26,395","27,856","1,461",5.54,"2,959",11.88
REGION V,Albay,Tabaco City,"80,465","88,099","89,304","1,205",1.37,"8,839",10.98
REGION V,Albay,Tiwi,"35,333","36,928","39,155","2,227",6.03,"3,822",10.82
REGION VI,Antique,Anini-y,"13,513","14,197","14,388",191,1.35,875,6.48
REGION VI,Antique,Barbaza,"16,031","15,881","16,101",220,1.39,70,0.44
REGION VI,Antique,Belison,"9,582","9,935","10,017",82,0.83,435,4.54
REGION VI,Antique,Bugasong,"22,585","22,422","23,089",667,2.97,504,2.23
REGION VI,Antique,Caluya,"22,322","23,998","25,718","1,720",7.17,"3,396",15.21
REGION VI,Antique,Culasi,"27,538","28,497","29,441",944,3.31,"1,903",6.91
REGION VI,Antique,Hamtic,"28,964","30,483","31,375",892,2.93,"2,411",8.32
REGION VI,Antique,Laua-an,"19,514","19,526","19,965",439,2.25,451,2.31
REGION VI,Antique,Libertad,"10,965","11,402","11,617",215,1.89,652,5.95
REGION VI,Antique,Pandan,"23,655","24,806","25,346",540,2.18,"1,691",7.15
REGION VI,Antique,Patnongon,"21,912","22,006","22,848",842,3.83,936,4.27
REGION VI,Antique,San Jose,"35,499","37,962","38,767",805,2.12,"3,268",9.21
REGION VI,Antique,San Remigio,"20,657","22,808","24,188","1,380",6.05,"3,531",17.09
REGION VI,Antique,Sebaste,"12,343","12,766","12,865",99,0.78,522,4.23
REGION VI,Antique,Sibalom,"36,848","39,558","41,241","1,683",4.25,"4,393",11.92
REGION VI,Antique,Tibiao,"17,425","18,121","18,305",184,1.02,880,5.05
REGION VI,Antique,Tobias Fornier,"18,167","19,317","19,752",435,2.25,"1,585",8.72
REGION VI,Antique,Valderrama,"13,724","14,313","14,530",217,1.52,806,5.87
CAR,Apayao,Calanasan,"8,243","8,552","9,061",509,5.95,818,9.92
CAR,Apayao,Conner,"15,644","17,071","18,566","1,495",8.76,"2,922",18.68
CAR,Apayao,Flora,"11,074","11,449","11,855",406,3.55,781,7.05
CAR,Apayao,Kabugao,"11,155","11,773","12,081",308,2.62,926,8.3
CAR,Apayao,Luna,"11,616","11,598","12,891","1,293",11.15,"1,275",10.98
CAR,Apayao,Pudtol,"9,065","9,692","10,316",624,6.44,"1,251",13.8
CAR,Apayao,Santa Marcela,"7,946","8,319","8,671",352,4.23,725,9.12
REGION III,Aurora,Baler,"26,185","28,138","28,186",48,0.17,"2,001",7.64
REGION III,Aurora,Casiguran,"17,221","17,926","17,768",-158,-0.88,547,3.18
REGION III,Aurora,Dilasag,"10,603","11,250","11,644",394,3.5,"1,041",9.82
REGION III,Aurora,Dinalungan,"9,039","9,095","9,270",175,1.92,231,2.56
REGION III,Aurora,Dingalan,"17,233","19,055","20,361","1,306",6.85,"3,128",18.15
REGION III,Aurora,Dipaculao,"20,352","21,125","21,403",278,1.32,"1,051",5.16
REGION III,Aurora,Maria Aurora,"26,806","28,333","28,409",76,0.27,"1,603",5.98
REGION III,Aurora,San Luis,"18,178","19,766","20,199",433,2.19,"2,021",11.12
BARMM,Basilan,Akbar,"6,183","7,514","7,516",2,0.03,"1,333",21.56
BARMM,Basilan,Al-Barka,"9,074","11,975","13,664","1,689",14.1,"4,590",50.58
BARMM,Basilan,Hadji Mohammad Ajul,"11,193","12,347","19,547","7,200",58.31,"8,354",74.64
BARMM,Basilan,Hadji Muhtamad,"9,373","10,937","11,877",940,8.59,"2,504",26.72
BARMM,Basilan,Isabela City,"71,381","82,613","83,477",864,1.05,"12,096",16.95
BARMM,Basilan,Lamitan City,"51,623","50,134","51,524","1,390",2.77,-99,-0.19
BARMM,Basilan,Lantawan,"13,075","16,542","20,224","3,682",22.26,"7,149",54.68
BARMM,Basilan,Maluso,"25,765","30,736","30,398",-338,-1.1,"4,633",17.98
BARMM,Basilan,Sumisip,"23,610","23,500","25,002","1,502",6.39,"1,392",5.9
BARMM,Basilan,Tabuan-Lasa,"13,707","15,893","18,140","2,247",14.14,"4,433",32.34
BARMM,Basilan,Tipo- Tipo,"12,135","16,478","14,960","-1,518",-9.21,"2,825",23.28
BARMM,Basilan,Tuburan,"5,456","7,309","7,512",203,2.78,"2,056",37.68
BARMM,Basilan,Ungkaya Pukan,"10,442","11,344","11,760",416,3.67,"1,318",12.62
REGION III,Bataan,Abucay,"27,757","28,142","29,163","1,021",3.63,"1,406",5.07
REGION III,Bataan,Bagac,"24,385","24,423","25,303",880,3.6,918,3.76
REGION III,Bataan,Balanga City,"70,769","69,471","70,117",646,0.93,-652,-0.92
REGION III,Bataan,Dinalupihan,"70,727","74,991","78,201","3,210",4.28,"7,474",10.57
REGION III,Bataan,Hermosa,"46,449","50,030","52,021","1,991",3.98,"5,572",12
REGION III,Bataan,Limay,"54,468","57,262","59,060","1,798",3.14,"4,592",8.43
REGION III,Bataan,Mariveles,"84,413","89,085","95,756","6,671",7.49,"11,343",13.44
REGION III,Bataan,Morong,"21,107","23,488","24,383",895,3.81,"3,276",15.52
REGION III,Bataan,Orani,"49,498","48,916","51,331","2,415",4.94,"1,833",3.7
REGION III,Bataan,Orion,"39,991","40,056","40,292",236,0.59,301,0.75
REGION III,Bataan,Pilar,"29,520","30,946","29,837","-1,109",-3.58,317,1.07
REGION III,Bataan,Samal,"26,423","29,669","30,580",911,3.07,"4,157",15.73
REGION II,Batanes,Basco,"5,535","6,344","6,170",-174,-2.74,635,11.47
REGION II,Batanes,Itbayat,"1,922","2,085","2,116",31,1.49,194,10.09
REGION II,Batanes,Ivana,"1,122","1,254","1,216",-38,-3.03,94,8.38
REGION II,Batanes,Mahatao,"1,250","1,480","1,515",35,2.36,265,21.2
REGION II,Batanes,Sabtang,"1,296","1,455","1,450",-5,-0.34,154,11.88
REGION II,Batanes,Uyugan,"1,079","1,202","1,188",-14,-1.16,109,10.1
REGION IV-A,Batangas,Agoncillo,"25,756","27,062","27,383",321,1.19,"1,627",6.32
REGION IV-A,Batangas,Alitagtag,"17,799","19,091","19,249",158,0.83,"1,450",8.15
REGION IV-A,Batangas,Balayan,"53,854","57,168","59,821","2,653",4.64,"5,967",11.08
REGION IV-A,Batangas,Balete,"14,181","15,006","15,206",200,1.33,"1,025",7.23
REGION IV-A,Batangas,Batangas City,"223,258","220,199","228,263","8,064",3.66,"5,005",2.24
REGION IV-A,Batangas,Bauan,"56,158","58,725","60,835","2,110",3.59,"4,677",8.33
REGION IV-A,Batangas,Calaca,"51,670","58,881","63,857","4,976",8.45,"12,187",23.59
REGION IV-A,Batangas,Calatagan,"34,311","35,488","38,198","2,710",7.64,"3,887",11.33
REGION IV-A,Batangas,Cuenca,"23,766","25,580","25,742",162,0.63,"1,976",8.31
REGION IV-A,Batangas,Ibaan,"39,513","40,736","41,301",565,1.39,"1,788",4.53
REGION IV-A,Batangas,Laurel,"24,410","26,264","28,925","2,661",10.13,"4,515",18.5
REGION IV-A,Batangas,Lemery,"57,554","55,827","59,437","3,610",6.47,"1,883",3.27
REGION IV-A,Batangas,Lian,"35,691","35,736","37,493","1,757",4.92,"1,802",5.05
REGION IV-A,Batangas,Lipa City,"200,706","222,589","257,401","34,812",15.64,"56,695",28.25
REGION IV-A,Batangas,Lobo,"26,994","27,511","29,032","1,521",5.53,"2,038",7.55
REGION IV-A,Batangas,Mabini,"31,057","31,514","35,913","4,399",13.96,"4,856",15.64
REGION IV-A,Batangas,Malvar,"33,318","38,118","39,256","1,138",2.99,"5,938",17.82
REGION IV-A,Batangas,Mataas na Kahoy,"19,513","21,087","22,311","1,224",5.8,"2,798",14.34
REGION IV-A,Batangas,Nasugbu,"78,277","82,540","89,379","6,839",8.29,"11,102",14.18
REGION IV-A,Batangas,Padre Garcia,"30,927","32,319","34,545","2,226",6.89,"3,618",11.7
REGION IV-A,Batangas,Rosario,"74,408","80,370","85,045","4,675",5.82,"10,637",14.3
REGION IV-A,Batangas,San Jose,"50,658","53,450","62,236","8,786",16.44,"11,578",22.86
REGION IV-A,Batangas,San Juan,"69,027","72,482","76,584","4,102",5.66,"7,557",10.95
REGION IV-A,Batangas,San Luis,"24,366","25,363","26,877","1,514",5.97,"2,511",10.31
REGION IV-A,Batangas,San Nicolas,"16,858","16,841","16,051",-790,-4.69,-807,-4.79
REGION IV-A,Batangas,San Pascual,"42,622","41,762","44,264","2,502",5.99,"1,642",3.85
REGION IV-A,Batangas,Santa Teresita,"13,637","13,699","14,295",596,4.35,658,4.83
REGION IV-A,Batangas,Santo Tomas City,"98,583","111,393","124,836","13,443",12.07,"26,253",26.63
REGION IV-A,Batangas,Taal,"37,188","38,386","40,453","2,067",5.38,"3,265",8.78
REGION IV-A,Batangas,Talisay,"28,134","28,981","30,724","1,743",6.01,"2,590",9.21
REGION IV-A,Batangas,Tanauan City,"114,633","134,905","151,400","16,495",12.23,"36,767",32.07
REGION IV-A,Batangas,Taysan,"26,530","28,616","30,000","1,384",4.84,"3,470",13.08
REGION IV-A,Batangas,Tingloy,"11,954","11,622","11,385",-237,-2.04,-569,-4.76
REGION IV-A,Batangas,Tuy,"29,981","29,760","31,097","1,337",4.49,"1,116",3.72
CAR,Benguet,Atok,"11,364","11,817","11,688",-129,-1.09,324,2.85
CAR,Benguet,Baguio City,"164,125","168,218","166,416","-1,802",-1.07,"2,291",1.4
CAR,Benguet,Bakun,"9,856","10,262","10,384",122,1.19,528,5.36
